Word,Prediction
sensitive,"[{'label': 'neutral', 'score': 0.9688292145729065}, {'label': 'approval', 'score': 0.017459409311413765}, {'label': 'annoyance', 'score': 0.0061437468975782394}, {'label': 'realization', 'score': 0.005259502679109573}, {'label': 'admiration', 'score': 0.004572717938572168}, {'label': 'disappointment', 'score': 0.0032881905790418386}, {'label': 'disapproval', 'score': 0.003180141095072031}, {'label': 'anger', 'score': 0.002670066198334098}, {'label': 'confusion', 'score': 0.0025328213814646006}, {'label': 'excitement', 'score': 0.0023105049040168524}, {'label': 'sadness', 'score': 0.0022553768940269947}, {'label': 'disgust', 'score': 0.0022141311783343554}, {'label': 'curiosity', 'score': 0.002042388776317239}, {'label': 'love', 'score': 0.0019481685012578964}, {'label': 'fear', 'score': 0.0017127938335761428}, {'label': 'joy', 'score': 0.0016637167427688837}, {'label': 'optimism', 'score': 0.001621919684112072}, {'label': 'amusement', 'score': 0.0013028192333877087}, {'label': 'caring', 'score': 0.0012870663776993752}, {'label': 'desire', 'score': 0.001170867937617004}, {'label': 'surprise', 'score': 0.0008896318613551557}, {'label': 'gratitude', 'score': 0.0008612017845734954}, {'label': 'embarrassment', 'score': 0.0005977309192530811}, {'label': 'grief', 'score': 0.0004570457385852933}, {'label': 'nervousness', 'score': 0.000384582148399204}, {'label': 'pride', 'score': 0.00034378093550913036}, {'label': 'relief', 'score': 0.00032889796420931816}, {'label': 'remorse', 'score': 0.0003206517721991986}]"
instrument,"[{'label': 'neutral', 'score': 0.9650940299034119}, {'label': 'approval', 'score': 0.016980549320578575}, {'label': 'realization', 'score': 0.006028071511536837}, {'label': 'admiration', 'score': 0.005512004718184471}, {'label': 'annoyance', 'score': 0.004635646007955074}, {'label': 'excitement', 'score': 0.003684585215523839}, {'label': 'confusion', 'score': 0.003138023428618908}, {'label': 'disappointment', 'score': 0.0027022697031497955}, {'label': 'joy', 'score': 0.0026494963094592094}, {'label': 'disapproval', 'score': 0.002469884231686592}, {'label': 'curiosity', 'score': 0.0021430728957057}, {'label': 'anger', 'score': 0.00205423217266798}, {'label': 'disgust', 'score': 0.0019911995623260736}, {'label': 'sadness', 'score': 0.0019014122663065791}, {'label': 'amusement', 'score': 0.0018830433255061507}, {'label': 'fear', 'score': 0.0016735721146687865}, {'label': 'love', 'score': 0.0016272057546302676}, {'label': 'optimism', 'score': 0.0015898342244327068}, {'label': 'surprise', 'score': 0.0014225919730961323}, {'label': 'gratitude', 'score': 0.0012260298244655132}, {'label': 'desire', 'score': 0.0009501961176283658}, {'label': 'caring', 'score': 0.0008996165706776083}, {'label': 'embarrassment', 'score': 0.0007241919520311058}, {'label': 'pride', 'score': 0.0005016704089939594}, {'label': 'grief', 'score': 0.00046081363689154387}, {'label': 'relief', 'score': 0.00041637715185061097}, {'label': 'nervousness', 'score': 0.00039929247577674687}, {'label': 'remorse', 'score': 0.0003620917850639671}]"
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
or,"[{'label': 'neutral', 'score': 0.96273273229599}, {'label': 'approval', 'score': 0.010810761712491512}, {'label': 'confusion', 'score': 0.010246464051306248}, {'label': 'annoyance', 'score': 0.00791470892727375}, {'label': 'realization', 'score': 0.004891441203653812}, {'label': 'curiosity', 'score': 0.004516777116805315}, {'label': 'disapproval', 'score': 0.004198169335722923}, {'label': 'anger', 'score': 0.003309800988063216}, {'label': 'disappointment', 'score': 0.002382748294621706}, {'label': 'admiration', 'score': 0.002293748315423727}, {'label': 'optimism', 'score': 0.002195168286561966}, {'label': 'disgust', 'score': 0.0020059901289641857}, {'label': 'amusement', 'score': 0.0016986399423331022}, {'label': 'sadness', 'score': 0.0013882574858143926}, {'label': 'excitement', 'score': 0.001361606176942587}, {'label': 'fear', 'score': 0.0012739330995827913}, {'label': 'surprise', 'score': 0.0011574251111596823}, {'label': 'joy', 'score': 0.0010615293867886066}, {'label': 'caring', 'score': 0.0010102879023179412}, {'label': 'desire', 'score': 0.0007953455788083375}, {'label': 'gratitude', 'score': 0.0007942398078739643}, {'label': 'love', 'score': 0.0007621206459589303}, {'label': 'embarrassment', 'score': 0.0005880444077774882}, {'label': 'grief', 'score': 0.0003275177732575685}, {'label': 'nervousness', 'score': 0.0003141946508549154}, {'label': 'remorse', 'score': 0.00028581017977558076}, {'label': 'relief', 'score': 0.0002101379941450432}, {'label': 'pride', 'score': 0.00020027490973006934}]"
a,"[{'label': 'neutral', 'score': 0.9631901383399963}, {'label': 'approval', 'score': 0.010411566123366356}, {'label': 'annoyance', 'score': 0.009450456127524376}, {'label': 'realization', 'score': 0.004488940816372633}, {'label': 'anger', 'score': 0.004405894782394171}, {'label': 'confusion', 'score': 0.0033692356664687395}, {'label': 'disapproval', 'score': 0.0030685821548104286}, {'label': 'curiosity', 'score': 0.002842816524207592}, {'label': 'admiration', 'score': 0.002566952258348465}, {'label': 'disappointment', 'score': 0.0025179896038025618}, {'label': 'disgust', 'score': 0.0020909449085593224}, {'label': 'excitement', 'score': 0.0020485040731728077}, {'label': 'amusement', 'score': 0.0016849000239744782}, {'label': 'sadness', 'score': 0.0016452968120574951}, {'label': 'optimism', 'score': 0.0016040976624935865}, {'label': 'joy', 'score': 0.001430999836884439}, {'label': 'fear', 'score': 0.0013223724672570825}, {'label': 'surprise', 'score': 0.0012374446960166097}, {'label': 'love', 'score': 0.001029872102662921}, {'label': 'desire', 'score': 0.0008743368089199066}, {'label': 'gratitude', 'score': 0.0008474631467834115}, {'label': 'caring', 'score': 0.0008214605622924864}, {'label': 'embarrassment', 'score': 0.0006169736152514815}, {'label': 'grief', 'score': 0.00035146705340594053}, {'label': 'nervousness', 'score': 0.00028914486756548285}, {'label': 'relief', 'score': 0.00025087970425374806}, {'label': 'pride', 'score': 0.00024965728516690433}, {'label': 'remorse', 'score': 0.00021354704222176224}]"
crack,"[{'label': 'neutral', 'score': 0.9587847590446472}, {'label': 'annoyance', 'score': 0.012284113094210625}, {'label': 'approval', 'score': 0.011166742071509361}, {'label': 'disgust', 'score': 0.006268060766160488}, {'label': 'realization', 'score': 0.005924362223595381}, {'label': 'anger', 'score': 0.005409239325672388}, {'label': 'admiration', 'score': 0.004817347973585129}, {'label': 'disappointment', 'score': 0.00431534368544817}, {'label': 'fear', 'score': 0.003985730931162834}, {'label': 'excitement', 'score': 0.003309937659651041}, {'label': 'sadness', 'score': 0.0031480707693845034}, {'label': 'amusement', 'score': 0.003006833605468273}, {'label': 'disapproval', 'score': 0.0029353592544794083}, {'label': 'surprise', 'score': 0.0020692585967481136}, {'label': 'embarrassment', 'score': 0.001996444771066308}, {'label': 'joy', 'score': 0.0019549578428268433}, {'label': 'confusion', 'score': 0.0019318433478474617}, {'label': 'curiosity', 'score': 0.0015937970019876957}, {'label': 'optimism', 'score': 0.0013910029083490372}, {'label': 'love', 'score': 0.001281085191294551}, {'label': 'desire', 'score': 0.0009421894792467356}, {'label': 'caring', 'score': 0.000813534774351865}, {'label': 'gratitude', 'score': 0.0007084095268510282}, {'label': 'grief', 'score': 0.0006558981840498745}, {'label': 'pride', 'score': 0.0006110204849392176}, {'label': 'nervousness', 'score': 0.000607105961535126}, {'label': 'relief', 'score': 0.0004208388854749501}, {'label': 'remorse', 'score': 0.0003860709839500487}]"
in,"[{'label': 'neutral', 'score': 0.9654467105865479}, {'label': 'approval', 'score': 0.016485754400491714}, {'label': 'realization', 'score': 0.007249025162309408}, {'label': 'annoyance', 'score': 0.007038545794785023}, {'label': 'disapproval', 'score': 0.003781188977882266}, {'label': 'disappointment', 'score': 0.003010472282767296}, {'label': 'confusion', 'score': 0.002577449893578887}, {'label': 'admiration', 'score': 0.0025183656252920628}, {'label': 'anger', 'score': 0.002446213737130165}, {'label': 'optimism', 'score': 0.002042971784248948}, {'label': 'excitement', 'score': 0.002027297392487526}, {'label': 'disgust', 'score': 0.0019298060797154903}, {'label': 'sadness', 'score': 0.0019199582748115063}, {'label': 'curiosity', 'score': 0.0017592794029042125}, {'label': 'amusement', 'score': 0.0016753928503021598}, {'label': 'fear', 'score': 0.0013997922651469707}, {'label': 'joy', 'score': 0.0013689252082258463}, {'label': 'surprise', 'score': 0.0010996379423886538}, {'label': 'desire', 'score': 0.0010485376697033644}, {'label': 'love', 'score': 0.0009998659370467067}, {'label': 'caring', 'score': 0.0008461056277155876}, {'label': 'gratitude', 'score': 0.0007391033577732742}, {'label': 'embarrassment', 'score': 0.0006268310244195163}, {'label': 'grief', 'score': 0.0003789755573961884}, {'label': 'nervousness', 'score': 0.00033159650047309697}, {'label': 'pride', 'score': 0.0002956869429908693}, {'label': 'remorse', 'score': 0.00029192728106863797}, {'label': 'relief', 'score': 0.0002904487191699445}]"
one,"[{'label': 'neutral', 'score': 0.9692649245262146}, {'label': 'approval', 'score': 0.01558778714388609}, {'label': 'annoyance', 'score': 0.006851368583738804}, {'label': 'realization', 'score': 0.006553386803716421}, {'label': 'admiration', 'score': 0.0038101912941783667}, {'label': 'disappointment', 'score': 0.0032400109339505434}, {'label': 'disapproval', 'score': 0.0032145201694220304}, {'label': 'anger', 'score': 0.003140261396765709}, {'label': 'confusion', 'score': 0.002409545471891761}, {'label': 'sadness', 'score': 0.002403378952294588}, {'label': 'joy', 'score': 0.0023615765385329723}, {'label': 'excitement', 'score': 0.002235569292679429}, {'label': 'optimism', 'score': 0.001996214035898447}, {'label': 'disgust', 'score': 0.0019078918267041445}, {'label': 'love', 'score': 0.001762170810252428}, {'label': 'fear', 'score': 0.0015819353284314275}, {'label': 'amusement', 'score': 0.0015472221421077847}, {'label': 'curiosity', 'score': 0.001373270875774324}, {'label': 'caring', 'score': 0.001299691153690219}, {'label': 'desire', 'score': 0.001277748728170991}, {'label': 'surprise', 'score': 0.000970303313806653}, {'label': 'gratitude', 'score': 0.0009467775234952569}, {'label': 'embarrassment', 'score': 0.000669194501824677}, {'label': 'grief', 'score': 0.00047927533159963787}, {'label': 'nervousness', 'score': 0.00041991419857367873}, {'label': 'pride', 'score': 0.00041616885573603213}, {'label': 'relief', 'score': 0.0004142019897699356}, {'label': 'remorse', 'score': 0.0003927536599803716}]"
of,"[{'label': 'neutral', 'score': 0.9685583114624023}, {'label': 'approval', 'score': 0.010644061490893364}, {'label': 'annoyance', 'score': 0.00945153646171093}, {'label': 'realization', 'score': 0.005164294969290495}, {'label': 'disapproval', 'score': 0.004619250539690256}, {'label': 'disappointment', 'score': 0.003983238711953163}, {'label': 'anger', 'score': 0.003906754776835442}, {'label': 'admiration', 'score': 0.003390187630429864}, {'label': 'disgust', 'score': 0.0031849988736212254}, {'label': 'sadness', 'score': 0.00279802642762661}, {'label': 'confusion', 'score': 0.002290025819092989}, {'label': 'fear', 'score': 0.0021579291205853224}, {'label': 'excitement', 'score': 0.0021216594614088535}, {'label': 'amusement', 'score': 0.001994082471355796}, {'label': 'joy', 'score': 0.0017052539624273777}, {'label': 'optimism', 'score': 0.0017015790799632668}, {'label': 'curiosity', 'score': 0.0015511771198362112}, {'label': 'desire', 'score': 0.0012255850015208125}, {'label': 'surprise', 'score': 0.0011646099155768752}, {'label': 'love', 'score': 0.0011114691151306033}, {'label': 'caring', 'score': 0.0010326667688786983}, {'label': 'gratitude', 'score': 0.000995058799162507}, {'label': 'embarrassment', 'score': 0.0009614950395189226}, {'label': 'grief', 'score': 0.0005501373670995235}, {'label': 'nervousness', 'score': 0.00042090468923561275}, {'label': 'remorse', 'score': 0.00038563748239539564}, {'label': 'pride', 'score': 0.00036826072027906775}, {'label': 'relief', 'score': 0.0003391433274373412}]"
his,"[{'label': 'neutral', 'score': 0.9635736346244812}, {'label': 'approval', 'score': 0.012863880954682827}, {'label': 'annoyance', 'score': 0.0064498744904994965}, {'label': 'realization', 'score': 0.00487545458599925}, {'label': 'disapproval', 'score': 0.0035759860184043646}, {'label': 'admiration', 'score': 0.0030326363630592823}, {'label': 'anger', 'score': 0.0026439251378178596}, {'label': 'disappointment', 'score': 0.002614665077999234}, {'label': 'confusion', 'score': 0.0024658250622451305}, {'label': 'optimism', 'score': 0.0020092527847737074}, {'label': 'excitement', 'score': 0.001955043524503708}, {'label': 'disgust', 'score': 0.0018847478786483407}, {'label': 'sadness', 'score': 0.0018084610346704721}, {'label': 'amusement', 'score': 0.0015899870777502656}, {'label': 'joy', 'score': 0.0015735060442239046}, {'label': 'curiosity', 'score': 0.0015379830729216337}, {'label': 'gratitude', 'score': 0.001403471571393311}, {'label': 'fear', 'score': 0.0013129026629030704}, {'label': 'love', 'score': 0.0011144313029944897}, {'label': 'desire', 'score': 0.0010654609650373459}, {'label': 'caring', 'score': 0.0010150906164199114}, {'label': 'surprise', 'score': 0.0009651120053604245}, {'label': 'embarrassment', 'score': 0.0005785409593954682}, {'label': 'grief', 'score': 0.00038079736987128854}, {'label': 'remorse', 'score': 0.00035106323775835335}, {'label': 'pride', 'score': 0.0003134771541226655}, {'label': 'relief', 'score': 0.0003074166888836771}, {'label': 'nervousness', 'score': 0.00029568158788606524}]"
own,"[{'label': 'neutral', 'score': 0.965314507484436}, {'label': 'approval', 'score': 0.014971522614359856}, {'label': 'annoyance', 'score': 0.008285527117550373}, {'label': 'realization', 'score': 0.005256295204162598}, {'label': 'admiration', 'score': 0.0046091037802398205}, {'label': 'disapproval', 'score': 0.004485294222831726}, {'label': 'disappointment', 'score': 0.0036561901215463877}, {'label': 'anger', 'score': 0.0028347745537757874}, {'label': 'confusion', 'score': 0.002186371013522148}, {'label': 'disgust', 'score': 0.002143659396097064}, {'label': 'sadness', 'score': 0.0019083840306848288}, {'label': 'excitement', 'score': 0.0018330983584746718}, {'label': 'joy', 'score': 0.0016939701745286584}, {'label': 'optimism', 'score': 0.0014929325552657247}, {'label': 'amusement', 'score': 0.001456968835555017}, {'label': 'curiosity', 'score': 0.001389986602589488}, {'label': 'fear', 'score': 0.0013132228050380945}, {'label': 'love', 'score': 0.001059017376974225}, {'label': 'gratitude', 'score': 0.0009568645036779344}, {'label': 'caring', 'score': 0.0008624130277894437}, {'label': 'surprise', 'score': 0.000861709879245609}, {'label': 'desire', 'score': 0.0008008791483007371}, {'label': 'embarrassment', 'score': 0.0006736888899467885}, {'label': 'grief', 'score': 0.00036885906592942774}, {'label': 'pride', 'score': 0.00036362005630508065}, {'label': 'relief', 'score': 0.0003305892751086503}, {'label': 'nervousness', 'score': 0.0003122220514342189}, {'label': 'remorse', 'score': 0.0002797507622744888}]"
